Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU21276,63,305,313,303,272,66,54,4,3,Day-Scholar,83,29,22,19,21,30,22,CRITICAL
STU21277,79,696,667,664,717,78,75,0,19,Day-Scholar,90,39,42,46,48,43,43,SAFE
STU21278,37,302,333,296,313,53,65,3,9,Hosteller,66,27,28,31,21,23,31,CRITICAL
STU21279,65,694,672,674,672,60,79,0,17,Day-Scholar,115,39,41,47,43,41,45,SAFE
STU21280,65,373,424,376,399,94,71,0,10,Day-Scholar,6,33,32,36,33,28,30,WARNING
STU21281,85,898,846,852,875,95,82,0,31,Day-Scholar,103,57,59,57,52,53,56,SAFE
STU21282,88,866,900,894,858,84,60,0,27,Hosteller,98,54,52,51,52,48,46,SAFE
STU21283,77,574,619,555,561,89,86,1,16,Hosteller,57,34,42,43,35,45,42,SAFE
STU21284,78,569,612,593,552,75,60,0,17,Day-Scholar,80,34,38,43,42,42,33,SAFE
STU21285,37,268,271,244,268,70,66,4,9,Hosteller,110,22,18,22,24,24,23,CRITICAL
STU21286,71,604,563,580,597,66,87,2,20,Hosteller,87,31,28,39,32,28,33,WARNING
STU21287,97,656,696,699,648,64,88,0,21,Hosteller,36,60,53,57,51,52,55,SAFE
STU21288,71,459,419,461,499,62,89,1,16,Day-Scholar,19,31,40,38,40,41,38,SAFE
STU21289,68,492,515,440,521,64,88,2,10,Hosteller,75,28,37,27,36,36,34,WARNING
STU21290,79,376,443,460,390,84,79,1,13,Hosteller,108,34,37,41,39,31,39,SAFE
STU21291,42,347,302,272,268,75,58,4,7,Day-Scholar,21,28,20,31,28,28,22,CRITICAL
STU21292,85,836,782,835,801,75,68,0,21,Hosteller,70,49,50,46,52,55,46,SAFE
STU21293,80,677,632,676,654,89,55,0,21,Hosteller,75,39,48,39,45,38,44,SAFE
STU21294,83,533,570,612,558,76,66,0,17,Day-Scholar,93,40,29,29,40,33,33,SAFE
STU21295,84,684,656,623,623,89,93,1,24,Day-Scholar,47,31,39,40,31,38,35,SAFE
STU21296,69,452,418,410,445,81,56,1,10,Hosteller,107,31,41,36,41,33,34,SAFE
STU21297,74,446,475,451,456,80,62,0,23,Day-Scholar,19,31,37,30,31,32,33,SAFE
STU21298,76,654,618,656,579,78,94,0,11,Hosteller,95,35,42,42,33,37,36,SAFE
STU21299,79,442,400,389,412,71,79,0,16,Hosteller,91,42,42,47,41,39,37,SAFE
STU21300,81,870,861,894,900,64,88,0,44,Day-Scholar,24,56,53,51,49,52,56,SAFE
STU21301,94,739,835,822,766,94,82,0,48,Day-Scholar,35,51,54,55,60,51,51,SAFE
STU21302,100,594,622,601,636,69,67,0,33,Hosteller,111,49,51,44,46,52,55,SAFE
STU21303,84,857,827,900,900,82,67,0,48,Hosteller,11,52,46,46,50,49,48,SAFE
STU21304,88,691,671,706,648,85,89,0,22,Hosteller,23,45,51,52,49,55,50,SAFE
STU21305,99,809,764,830,740,64,69,0,38,Hosteller,64,55,59,58,49,57,57,SAFE
STU21306,81,715,730,710,704,60,93,0,21,Day-Scholar,101,60,49,49,49,55,49,SAFE
STU21307,70,627,636,663,698,93,57,0,18,Hosteller,63,31,27,27,37,28,36,SAFE
STU21308,76,462,438,419,459,91,59,0,18,Day-Scholar,79,36,31,28,36,34,26,SAFE
STU21309,69,380,415,362,449,79,70,0,11,Hosteller,26,39,32,37,40,39,35,SAFE
STU21310,62,499,441,485,503,58,69,3,3,Day-Scholar,120,17,9,12,9,14,13,CRITICAL
STU21311,58,213,287,205,206,72,63,5,8,Day-Scholar,11,21,22,27,20,19,24,CRITICAL
STU21312,53,307,315,331,252,63,50,1,2,Hosteller,107,25,30,29,22,33,23,WARNING
STU21313,51,324,385,395,333,63,41,5,9,Hosteller,20,19,25,24,24,18,23,CRITICAL
STU21314,82,604,625,665,658,87,89,0,21,Hosteller,55,46,49,46,52,54,45,SAFE
STU21315,68,464,519,497,487,92,61,0,12,Hosteller,60,43,41,40,33,41,41,SAFE
STU21316,80,489,507,502,413,71,86,0,21,Day-Scholar,40,43,41,48,50,46,42,SAFE
STU21317,82,527,489,482,510,80,83,0,18,Day-Scholar,112,35,40,29,37,36,34,SAFE
STU21318,65,602,624,619,655,88,58,0,18,Hosteller,47,37,30,30,31,34,29,SAFE
STU21319,82,841,882,885,812,87,68,0,46,Day-Scholar,100,42,45,48,49,42,39,SAFE
STU21320,66,611,621,625,596,65,82,0,11,Day-Scholar,9,36,34,26,31,38,36,SAFE
STU21321,34,421,328,324,366,50,43,5,4,Day-Scholar,5,25,33,25,28,27,31,CRITICAL
STU21322,67,522,547,507,542,65,78,0,22,Hosteller,21,33,42,31,35,34,39,SAFE
STU21323,68,461,453,416,466,70,76,0,25,Hosteller,116,32,31,40,28,40,35,SAFE
STU21324,77,636,591,667,667,73,93,0,25,Hosteller,102,35,40,36,38,42,37,SAFE
STU21325,81,554,534,471,465,62,62,0,16,Day-Scholar,48,40,43,45,42,45,44,SAFE
STU21326,79,475,428,430,488,66,75,1,11,Hosteller,36,32,28,25,33,36,36,SAFE
STU21327,82,517,534,525,541,60,68,0,23,Hosteller,51,37,30,29,27,31,30,SAFE
STU21328,38,389,297,350,363,69,40,5,5,Hosteller,30,12,12,13,13,10,19,CRITICAL
STU21329,96,800,782,835,798,83,64,0,47,Hosteller,17,51,51,58,52,59,60,SAFE
STU21330,76,624,557,565,591,62,66,0,18,Hosteller,93,37,37,34,40,45,34,SAFE
STU21331,85,597,545,595,549,95,80,0,13,Day-Scholar,37,34,32,36,28,38,35,SAFE
STU21332,32,187,205,273,190,45,66,2,9,Day-Scholar,105,15,13,21,11,21,20,CRITICAL
STU21333,90,643,671,711,657,64,61,0,43,Day-Scholar,26,49,48,41,41,48,41,SAFE
STU21334,95,784,771,762,716,80,74,0,33,Day-Scholar,49,48,47,51,50,58,57,SAFE
STU21335,95,736,721,736,648,85,95,0,23,Day-Scholar,21,44,44,40,51,41,45,SAFE
STU21336,39,307,331,325,305,45,70,2,4,Day-Scholar,117,9,13,14,7,13,14,CRITICAL
STU21337,78,381,386,387,382,73,56,0,22,Day-Scholar,75,42,45,47,43,43,47,SAFE
STU21338,89,712,733,716,675,81,69,0,23,Hosteller,30,51,52,45,48,46,44,SAFE
STU21339,85,387,475,479,399,91,58,0,11,Day-Scholar,13,35,36,28,35,28,36,SAFE
STU21340,88,722,770,713,748,78,90,0,38,Day-Scholar,70,49,48,49,46,48,47,SAFE
STU21341,90,776,793,774,764,76,58,0,31,Hosteller,11,44,45,49,40,45,51,SAFE
STU21342,79,527,539,550,604,80,88,0,15,Day-Scholar,53,40,34,36,40,42,42,SAFE
STU21343,37,214,214,226,268,60,51,1,4,Day-Scholar,71,19,21,23,22,25,28,CRITICAL
STU21344,81,403,464,493,409,71,61,0,11,Hosteller,21,37,34,37,39,39,36,SAFE
STU21345,84,485,482,507,494,86,70,0,16,Hosteller,10,36,38,33,29,37,31,SAFE
STU21346,85,624,591,635,594,74,69,0,23,Hosteller,68,36,36,34,32,28,33,SAFE
STU21347,93,758,826,757,826,79,73,0,44,Hosteller,85,44,45,50,44,51,42,SAFE
STU21348,88,763,744,735,721,89,72,0,47,Day-Scholar,56,43,48,46,49,45,44,SAFE
STU21349,67,613,521,534,519,63,92,2,15,Hosteller,82,47,42,38,41,41,42,WARNING
STU21350,44,258,259,282,253,59,43,3,4,Day-Scholar,99,15,18,11,18,19,14,CRITICAL
STU21351,72,679,702,716,668,64,87,0,20,Day-Scholar,40,33,37,27,34,26,26,SAFE
STU21352,31,347,343,377,340,66,66,5,2,Day-Scholar,37,10,7,9,12,7,12,CRITICAL
STU21353,100,799,835,806,884,85,58,0,23,Day-Scholar,97,48,49,52,51,45,46,SAFE
STU21354,52,374,350,373,353,45,54,1,8,Hosteller,79,27,22,21,25,27,26,WARNING
STU21355,80,625,609,593,641,88,55,0,13,Hosteller,54,38,44,43,40,37,40,SAFE
STU21356,81,510,530,518,550,79,68,0,21,Day-Scholar,101,36,25,31,34,26,25,SAFE
STU21357,85,736,734,759,704,78,92,0,45,Hosteller,42,45,52,48,54,43,48,SAFE
STU21358,87,829,800,771,743,86,87,0,21,Hosteller,47,49,43,40,52,40,42,SAFE
STU21359,33,479,470,435,438,51,56,5,9,Hosteller,11,27,28,33,28,27,25,CRITICAL
STU21360,85,490,459,524,528,62,79,0,15,Hosteller,31,40,39,36,34,40,31,SAFE
STU21361,84,517,557,535,477,89,82,0,16,Hosteller,102,41,39,42,45,42,42,SAFE
STU21362,77,587,555,621,640,72,69,0,23,Day-Scholar,24,40,43,45,42,43,41,SAFE
STU21363,100,869,883,898,884,78,93,0,21,Day-Scholar,107,57,60,51,50,51,60,SAFE
STU21364,77,553,548,565,580,92,55,2,20,Hosteller,18,36,46,37,39,43,46,SAFE
STU21365,65,595,621,582,584,67,72,0,17,Day-Scholar,77,35,28,31,28,28,28,WARNING
STU21366,81,746,828,791,770,87,87,0,31,Hosteller,57,43,53,49,46,51,54,SAFE
STU21367,85,891,900,898,900,77,79,0,47,Day-Scholar,7,60,55,49,57,60,58,SAFE
STU21368,82,774,774,778,765,95,70,0,31,Hosteller,102,44,49,46,43,51,45,SAFE
STU21369,98,663,609,620,681,94,78,0,26,Day-Scholar,17,57,52,51,57,48,55,SAFE
STU21370,73,631,609,650,645,94,70,0,16,Day-Scholar,116,26,24,33,27,30,34,SAFE
STU21371,67,381,399,397,410,68,64,0,17,Hosteller,57,31,38,30,30,40,41,SAFE
STU21372,97,792,809,870,809,71,95,0,30,Hosteller,82,54,60,48,53,55,54,SAFE
STU21373,83,575,612,613,633,61,86,0,14,Hosteller,107,41,44,41,39,41,40,SAFE
STU21374,97,586,621,659,663,83,73,0,40,Hosteller,69,54,46,46,53,49,46,SAFE
STU21375,63,181,176,225,175,74,69,3,4,Day-Scholar,55,18,27,16,23,23,27,CRITICAL
STU21376,75,634,639,622,584,75,56,0,25,Day-Scholar,116,33,44,33,43,36,34,SAFE
STU21377,97,606,691,637,651,81,61,0,27,Day-Scholar,14,46,51,54,55,44,46,SAFE
STU21378,78,575,512,611,601,90,63,0,24,Day-Scholar,95,34,31,32,37,39,33,SAFE
STU21379,95,803,831,859,815,94,81,0,33,Day-Scholar,46,58,52,55,52,49,56,SAFE
STU21380,58,216,269,190,239,59,51,1,7,Day-Scholar,48,26,22,25,34,33,34,WARNING
STU21381,80,607,568,604,571,69,86,0,26,Day-Scholar,11,57,55,57,50,46,51,SAFE
STU21382,41,383,390,393,351,53,46,3,5,Hosteller,65,25,24,28,32,26,28,CRITICAL
STU21383,80,429,449,355,362,73,94,0,18,Hosteller,27,39,40,48,41,42,47,SAFE
STU21384,76,608,607,602,597,60,95,0,23,Day-Scholar,52,42,41,34,33,37,35,SAFE
STU21385,75,541,576,565,535,71,87,0,24,Day-Scholar,34,34,39,30,36,36,33,SAFE
STU21386,42,307,220,311,226,71,43,1,6,Hosteller,7,34,34,22,28,24,24,CRITICAL
STU21387,100,760,697,762,740,89,58,0,35,Hosteller,67,54,57,50,52,55,52,SAFE
STU21388,100,822,807,868,811,71,94,0,43,Day-Scholar,50,57,52,54,59,53,54,SAFE
STU21389,70,586,625,628,682,78,59,0,25,Day-Scholar,16,30,37,28,29,34,26,SAFE
STU21390,82,787,795,788,776,71,61,0,50,Hosteller,50,54,52,47,54,49,52,SAFE
STU21391,75,474,508,483,527,76,75,1,11,Day-Scholar,116,24,24,24,33,33,34,WARNING
STU21392,85,755,692,778,788,82,63,0,23,Day-Scholar,28,54,48,46,55,48,46,SAFE
STU21393,45,394,377,370,358,75,67,5,6,Hosteller,56,16,18,15,18,14,8,CRITICAL
STU21394,77,517,565,559,530,63,81,0,22,Day-Scholar,120,34,37,33,30,41,41,SAFE
STU21395,84,851,846,900,832,87,59,0,21,Day-Scholar,53,54,54,54,53,55,49,SAFE
STU21396,73,626,539,537,573,61,74,0,13,Day-Scholar,54,32,31,30,24,27,24,SAFE
STU21397,77,444,440,357,420,68,88,0,23,Hosteller,5,29,30,32,33,39,40,SAFE
STU21398,46,430,439,418,427,58,65,5,4,Day-Scholar,78,24,24,21,29,27,23,CRITICAL
STU21399,92,900,857,841,873,72,82,0,32,Hosteller,63,49,48,44,46,52,46,SAFE
STU21400,85,382,373,402,425,68,93,1,16,Day-Scholar,94,33,34,40,34,32,32,SAFE
STU21401,67,614,645,611,637,77,63,2,15,Day-Scholar,110,40,39,44,45,40,37,WARNING
STU21402,65,592,531,546,525,75,75,2,13,Hosteller,86,31,33,32,37,31,37,WARNING
STU21403,85,532,588,527,599,89,89,0,18,Day-Scholar,54,33,33,30,34,27,32,SAFE
STU21404,83,794,769,779,725,65,69,0,35,Hosteller,37,46,54,43,48,50,42,SAFE
STU21405,88,715,738,728,733,83,64,0,33,Day-Scholar,99,54,59,58,57,48,52,SAFE
STU21406,80,694,693,722,728,80,94,0,44,Hosteller,31,54,54,46,52,49,52,SAFE
STU21407,46,503,513,477,439,65,49,3,3,Day-Scholar,50,15,21,19,25,14,19,CRITICAL
STU21408,91,685,628,702,644,69,73,0,23,Day-Scholar,25,47,48,57,57,47,55,SAFE
STU21409,86,814,777,825,856,70,81,0,38,Hosteller,53,48,52,55,52,51,48,SAFE
STU21410,84,429,392,446,392,64,80,0,15,Day-Scholar,46,39,37,40,33,34,42,SAFE
STU21411,78,534,525,518,575,67,82,0,11,Day-Scholar,48,25,27,32,35,29,33,SAFE
STU21412,67,701,690,698,641,72,89,0,21,Day-Scholar,39,51,47,45,43,39,42,SAFE
STU21413,62,518,476,505,423,74,60,4,3,Hosteller,67,30,23,25,30,23,22,CRITICAL
STU21414,95,695,618,684,649,65,84,0,39,Day-Scholar,109,43,43,40,49,42,42,SAFE
STU21415,45,440,408,422,469,52,42,1,7,Day-Scholar,114,26,26,21,18,24,19,WARNING
STU21416,69,542,492,533,537,92,82,0,10,Hosteller,69,43,33,43,42,40,40,SAFE
STU21417,85,765,742,741,685,94,70,0,48,Hosteller,86,49,49,57,56,57,48,SAFE
STU21418,59,331,395,312,302,67,40,4,1,Hosteller,52,22,21,24,23,21,16,CRITICAL
STU21419,83,622,644,565,618,85,90,0,35,Hosteller,117,50,43,49,48,42,44,SAFE
STU21420,52,270,193,235,275,61,68,5,1,Day-Scholar,99,23,21,31,28,19,26,CRITICAL
STU21421,60,161,212,244,227,52,53,3,1,Hosteller,61,28,31,19,27,20,29,CRITICAL
STU21422,85,503,511,537,555,65,76,0,11,Hosteller,54,31,34,36,31,35,40,SAFE
STU21423,71,479,422,437,436,83,83,0,25,Day-Scholar,73,44,34,37,37,44,45,SAFE
STU21424,90,812,828,782,776,66,92,0,38,Hosteller,101,60,48,49,51,55,52,SAFE
STU21425,35,275,316,320,298,55,59,4,9,Hosteller,7,28,23,24,28,26,28,CRITICAL
STU21426,89,678,652,731,672,71,91,0,29,Hosteller,113,51,50,43,53,52,49,SAFE
STU21427,65,365,384,373,423,48,58,5,10,Day-Scholar,79,27,19,18,16,16,27,CRITICAL
STU21428,81,448,412,407,459,65,70,1,16,Hosteller,37,42,38,40,46,36,48,SAFE
STU21429,100,649,619,616,616,67,70,0,35,Day-Scholar,49,57,53,49,58,48,57,SAFE
STU21430,86,647,642,654,641,64,93,0,29,Day-Scholar,78,50,49,45,48,45,45,SAFE
STU21431,48,298,240,280,226,58,52,4,5,Day-Scholar,86,24,27,20,29,25,30,CRITICAL
STU21432,66,654,688,671,671,73,73,2,14,Day-Scholar,118,42,37,43,36,36,37,WARNING
STU21433,94,619,672,603,674,72,88,0,40,Day-Scholar,7,50,50,51,46,49,43,SAFE
STU21434,80,639,710,653,665,81,60,2,18,Day-Scholar,23,42,38,46,40,45,45,SAFE
STU21435,71,630,606,578,560,65,91,0,15,Day-Scholar,42,44,36,39,39,33,36,SAFE
STU21436,83,469,506,462,500,69,88,2,23,Hosteller,113,45,40,43,37,37,36,SAFE
STU21437,82,529,553,533,486,64,62,0,10,Hosteller,80,29,36,38,36,32,39,SAFE
STU21438,72,661,657,631,714,70,92,0,24,Day-Scholar,71,27,31,30,36,30,30,SAFE
STU21439,82,499,530,457,519,88,68,1,12,Day-Scholar,13,46,35,35,37,35,42,SAFE
STU21440,51,291,345,329,388,71,43,3,9,Day-Scholar,6,27,25,20,16,27,16,CRITICAL
STU21441,84,509,513,560,521,82,85,0,17,Hosteller,82,50,49,47,49,46,43,SAFE
STU21442,76,528,548,550,597,80,88,2,22,Day-Scholar,59,42,48,42,49,39,46,SAFE
STU21443,65,715,670,627,620,62,89,2,19,Day-Scholar,39,33,33,36,41,39,30,WARNING
STU21444,80,697,661,744,728,63,56,0,49,Day-Scholar,111,52,42,45,52,40,45,SAFE
STU21445,83,430,453,422,384,93,67,0,11,Hosteller,114,43,46,36,42,36,42,SAFE
STU21446,56,350,402,331,366,52,54,4,3,Hosteller,113,33,27,27,30,25,33,CRITICAL
STU21447,67,485,419,495,454,76,70,0,17,Day-Scholar,31,37,31,32,33,32,33,SAFE
STU21448,83,605,612,637,652,64,72,0,20,Day-Scholar,6,28,34,28,28,32,29,SAFE
STU21449,81,701,726,763,783,94,62,0,29,Day-Scholar,36,43,50,43,45,48,51,SAFE
STU21450,83,479,469,459,419,78,61,1,23,Day-Scholar,103,34,37,40,39,33,40,SAFE
STU21451,67,534,493,499,527,65,77,0,14,Day-Scholar,47,31,32,36,34,35,34,SAFE
STU21452,75,528,518,468,518,80,58,0,12,Hosteller,99,42,40,48,45,37,45,SAFE
STU21453,90,659,703,647,690,88,83,0,27,Hosteller,96,52,49,60,48,55,50,SAFE
STU21454,98,601,662,595,613,78,80,0,34,Hosteller,96,50,46,52,46,50,49,SAFE
STU21455,89,673,646,686,663,86,94,0,37,Hosteller,10,51,54,55,51,55,52,SAFE
STU21456,66,468,551,539,512,83,69,0,13,Hosteller,30,30,34,31,33,27,38,SAFE
STU21457,67,526,546,595,538,80,62,0,10,Hosteller,72,37,39,36,37,45,46,SAFE
STU21458,90,738,782,697,769,83,91,0,50,Day-Scholar,93,42,49,45,51,42,44,SAFE
STU21459,82,445,471,511,515,71,88,1,23,Day-Scholar,32,42,40,30,33,35,36,SAFE
STU21460,95,714,769,758,727,88,83,0,44,Day-Scholar,30,48,55,46,51,45,46,SAFE
STU21461,77,628,629,561,582,83,79,2,18,Hosteller,90,31,40,37,33,30,34,WARNING
STU21462,30,209,190,251,214,46,62,2,10,Hosteller,102,9,21,9,18,18,15,CRITICAL
STU21463,81,502,477,478,452,81,89,1,21,Hosteller,45,37,27,37,33,25,27,WARNING
STU21464,84,666,586,612,606,86,94,0,24,Hosteller,114,50,46,51,51,42,43,SAFE
STU21465,65,569,533,513,563,90,83,0,10,Day-Scholar,81,33,28,32,32,34,31,SAFE
STU21466,66,410,471,435,485,70,57,0,10,Day-Scholar,101,47,42,46,49,38,45,SAFE
STU21467,84,563,587,512,571,67,84,2,11,Day-Scholar,73,30,34,33,40,33,30,WARNING
STU21468,85,552,520,548,547,77,84,1,18,Day-Scholar,91,43,44,34,43,39,36,SAFE
STU21469,76,484,496,447,421,79,81,0,18,Day-Scholar,35,38,38,33,32,37,40,SAFE
STU21470,61,449,434,489,480,67,43,3,10,Hosteller,59,22,32,30,32,29,27,WARNING
STU21471,94,823,832,900,900,72,64,0,48,Hosteller,27,51,46,49,52,43,54,SAFE
STU21472,77,607,613,603,655,89,92,0,13,Hosteller,93,46,51,39,39,42,46,SAFE
STU21473,76,699,667,674,663,69,71,1,14,Day-Scholar,58,40,36,42,46,46,44,SAFE
STU21474,44,291,322,341,351,67,60,2,1,Day-Scholar,116,20,18,18,16,19,24,CRITICAL
STU21475,83,508,437,470,421,91,83,1,17,Day-Scholar,49,32,28,31,35,33,34,WARNING
STU21476,83,778,765,779,790,79,71,0,30,Hosteller,92,54,51,49,48,55,50,SAFE
STU21477,73,444,526,490,536,88,65,0,25,Day-Scholar,65,37,34,39,40,37,36,SAFE
STU21478,90,773,794,753,790,95,69,0,27,Day-Scholar,35,47,41,52,42,51,49,SAFE
STU21479,99,629,646,698,697,64,83,0,37,Hosteller,22,57,53,54,47,57,48,SAFE
STU21480,72,486,467,459,524,90,72,0,14,Day-Scholar,59,39,39,43,38,43,46,SAFE
STU21481,43,368,375,423,408,49,48,4,7,Day-Scholar,112,7,16,17,7,12,7,CRITICAL
STU21482,83,558,484,564,549,77,66,0,25,Day-Scholar,45,46,38,43,45,45,46,SAFE
STU21483,82,680,644,629,649,74,73,2,13,Hosteller,65,38,43,43,42,31,33,SAFE
STU21484,74,440,435,455,388,62,57,0,14,Day-Scholar,70,25,25,30,30,33,36,SAFE
STU21485,80,520,431,474,447,62,61,0,15,Hosteller,66,38,45,40,40,34,36,SAFE
STU21486,73,690,650,682,635,78,68,1,18,Hosteller,112,46,43,40,39,46,44,SAFE
STU21487,38,453,449,449,456,64,62,1,4,Day-Scholar,13,27,26,27,20,28,22,CRITICAL
STU21488,92,764,779,795,786,70,71,0,30,Day-Scholar,41,49,49,45,42,47,43,SAFE
STU21489,77,537,532,497,551,69,85,0,24,Hosteller,110,48,40,49,43,40,37,SAFE
STU21490,84,781,815,756,774,79,70,0,20,Hosteller,71,57,53,60,60,56,51,SAFE
STU21491,33,477,448,452,434,66,46,5,2,Day-Scholar,83,9,20,18,17,17,18,CRITICAL
STU21492,68,630,643,637,600,60,77,0,15,Day-Scholar,87,26,33,38,37,27,38,SAFE
STU21493,73,497,555,556,527,91,86,1,20,Day-Scholar,109,37,42,42,39,40,40,SAFE
STU21494,83,567,587,602,571,65,78,0,40,Hosteller,40,49,55,56,50,49,51,SAFE
STU21495,92,643,651,677,604,75,81,0,20,Hosteller,41,48,54,53,48,57,52,SAFE
STU21496,67,646,658,636,722,73,87,1,12,Day-Scholar,79,40,36,42,43,36,46,SAFE
STU21497,97,650,610,597,609,61,73,0,43,Hosteller,79,51,44,54,53,51,46,SAFE
STU21498,77,525,496,455,457,94,85,2,21,Hosteller,45,39,44,48,43,41,48,WARNING
STU21499,67,537,570,517,515,80,80,0,21,Day-Scholar,111,34,45,45,40,40,37,SAFE
STU21500,66,411,471,416,424,95,90,2,14,Day-Scholar,48,31,41,37,40,40,33,WARNING
STU21501,85,422,427,404,435,81,67,0,14,Hosteller,53,39,39,42,49,48,39,SAFE
STU21502,77,642,617,692,632,82,63,0,14,Hosteller,22,35,28,37,37,33,34,SAFE
STU21503,40,366,395,410,455,45,47,4,4,Hosteller,8,16,9,15,7,7,10,CRITICAL
STU21504,43,299,290,328,316,60,55,1,2,Hosteller,77,12,10,9,12,12,13,CRITICAL
STU21505,69,668,682,639,725,82,85,0,10,Hosteller,118,45,51,39,49,39,41,SAFE
STU21506,93,697,723,787,776,78,70,0,28,Hosteller,70,56,50,52,48,51,45,SAFE
STU21507,54,318,284,302,295,75,58,2,4,Hosteller,49,25,27,27,25,22,28,CRITICAL
STU21508,53,292,217,215,262,49,68,4,9,Day-Scholar,28,34,24,25,34,30,34,CRITICAL
STU21509,68,656,667,706,656,90,65,1,19,Hosteller,87,27,37,33,27,30,37,WARNING
STU21510,81,391,426,417,456,71,56,0,24,Hosteller,114,36,36,38,36,39,32,SAFE
STU21511,44,234,237,237,192,67,46,1,9,Day-Scholar,65,22,30,27,21,26,21,CRITICAL
STU21512,54,242,247,300,235,49,48,3,1,Day-Scholar,99,25,27,31,27,36,30,CRITICAL
STU21513,75,556,590,557,578,79,93,1,14,Hosteller,54,37,33,34,37,37,37,SAFE
STU21514,100,657,600,596,663,94,58,0,22,Hosteller,36,46,44,42,47,42,44,SAFE
STU21515,85,505,446,417,457,65,84,0,24,Day-Scholar,102,42,38,43,46,49,43,SAFE
STU21516,82,800,777,777,792,60,71,0,37,Hosteller,102,60,56,49,49,51,60,SAFE
STU21517,68,638,632,675,688,83,72,0,20,Hosteller,48,28,37,39,31,30,38,SAFE
STU21518,76,646,675,627,676,91,73,0,18,Day-Scholar,38,46,45,42,46,48,48,SAFE
STU21519,76,662,634,632,646,64,86,0,23,Hosteller,40,44,37,34,34,38,43,SAFE
STU21520,49,238,211,248,189,70,50,4,4,Hosteller,21,27,29,31,25,25,24,CRITICAL
STU21521,86,674,702,689,744,93,74,0,25,Day-Scholar,54,52,50,60,60,55,51,SAFE
STU21522,66,640,605,623,642,75,63,0,21,Day-Scholar,64,35,31,29,36,33,38,SAFE
STU21523,33,426,413,425,334,74,41,1,2,Day-Scholar,24,13,18,19,7,15,16,CRITICAL
STU21524,74,600,559,563,583,82,66,2,14,Day-Scholar,99,35,43,33,43,44,42,WARNING
STU21525,98,817,850,876,803,80,75,0,46,Hosteller,65,45,45,51,52,49,51,SAFE
STU21526,69,643,597,626,573,82,91,0,24,Hosteller,56,35,32,35,27,35,33,SAFE
STU21527,83,406,439,361,355,75,90,1,20,Hosteller,117,45,33,39,33,44,37,SAFE
STU21528,72,664,739,670,667,92,67,1,22,Day-Scholar,58,31,30,33,38,38,37,SAFE
STU21529,94,757,814,812,740,86,90,0,27,Hosteller,81,54,54,46,53,54,57,SAFE
STU21530,94,633,632,682,713,62,77,0,25,Day-Scholar,54,56,52,53,57,60,53,SAFE
STU21531,82,689,657,718,704,70,65,0,13,Day-Scholar,93,41,41,37,37,40,34,SAFE
STU21532,40,262,239,185,257,53,59,1,4,Hosteller,23,12,21,11,18,12,18,CRITICAL
STU21533,81,468,488,428,431,69,68,0,18,Hosteller,116,28,33,32,35,28,36,SAFE
STU21534,72,601,638,642,634,83,90,1,21,Day-Scholar,39,39,50,45,39,51,39,SAFE
STU21535,81,655,653,649,704,82,77,0,24,Day-Scholar,39,45,39,40,37,42,40,SAFE
STU21536,85,534,568,531,542,82,63,0,12,Hosteller,49,49,46,49,48,40,46,SAFE
STU21537,67,480,444,505,451,89,64,0,22,Day-Scholar,100,25,36,34,35,25,34,SAFE
STU21538,81,537,584,532,526,89,60,0,21,Day-Scholar,47,30,24,25,33,36,33,SAFE
STU21539,81,616,589,559,618,71,71,0,19,Hosteller,91,38,42,43,43,41,42,SAFE
STU21540,99,762,710,760,744,70,58,0,30,Day-Scholar,37,52,49,47,45,43,52,SAFE
STU21541,80,586,531,507,514,89,74,0,15,Hosteller,98,33,36,36,39,30,37,SAFE
STU21542,83,524,562,511,468,91,77,0,21,Day-Scholar,7,42,33,38,41,39,37,SAFE
STU21543,100,654,686,647,633,68,71,0,43,Hosteller,22,50,44,46,46,49,52,SAFE
STU21544,59,221,201,223,229,73,65,3,6,Hosteller,115,24,27,19,24,27,26,CRITICAL
STU21545,92,637,587,667,621,67,82,0,25,Hosteller,21,50,47,46,43,54,53,SAFE
STU21546,35,403,309,320,386,57,49,1,5,Day-Scholar,118,18,15,19,18,15,16,CRITICAL
STU21547,66,535,510,567,558,84,95,1,18,Day-Scholar,29,32,40,37,36,30,35,WARNING
STU21548,78,468,488,412,486,63,93,2,16,Day-Scholar,56,47,38,40,37,49,38,WARNING
STU21549,71,591,665,575,665,94,93,0,16,Hosteller,25,41,37,40,31,35,40,SAFE
STU21550,80,565,610,549,555,60,75,1,17,Day-Scholar,95,41,33,40,37,38,41,SAFE
STU21551,42,232,259,192,245,63,58,3,6,Hosteller,10,12,16,19,10,16,22,CRITICAL
STU21552,65,458,463,461,414,84,60,0,17,Hosteller,109,35,45,46,40,37,42,SAFE
STU21553,54,337,379,355,364,55,40,1,6,Day-Scholar,91,17,22,25,23,13,13,CRITICAL
STU21554,90,634,689,705,656,64,68,0,37,Hosteller,54,51,54,52,45,51,53,SAFE
STU21555,81,730,672,706,716,92,65,0,45,Day-Scholar,73,49,48,49,52,48,43,SAFE
